customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5814-ZMSDI,Male,1,Yes,No,33,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,102.79,3067.6,No
3493-HIZQO,Male,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.85,539.91,No
1079-RJPHF,Male,1,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,105.75,1713.66,No
6178-BLUDU,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.76,634.71,No
3410-YIQIC,Male,1,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,78.15,3935.06,No
9362-IZLFK,Male,0,No,No,20,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.77,1375.26,No
5404-RPVKT,Male,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.86,447.85,No
5501-RLCHK,Female,1,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,105.44,4094.13,No
8009-ULZHR,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),99.84,4870.38,No
5558-ZRMRH,Female,1,No,Yes,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,99.06,1199.81,No
7663-ESBNL,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,92.56,3744.19,No
3344-KMBSP,Male,1,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15.97,716.5,No
6733-QMNRC,Female,0,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.34,3458.27,No
9735-CGOQA,Female,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,15.15,645.36,No
9458-DAVCT,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),114.44,964.34,No
5490-UIOMA,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,95.58,2257.76,No
9989-GFCEO,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.94,1168.93,No
3815-VNKQR,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),90.69,741.22,No
9093-ZGIIF,Male,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.47,910.42,No
9037-HJSVP,Female,0,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,15.59,1010.69,No
3113-ZGOOC,Female,1,No,Yes,68,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.8,4951.98,No
2217-HEZLK,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.66,4719.67,No
4140-TNYMB,Female,1,Yes,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.08,343.23,Yes
6326-DFIUG,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.47,874.92,No
2335-TOMHC,Male,0,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,15.82,694.55,No
8104-DOILJ,Female,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.8,736.74,No
8966-ATCIH,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,86.68,2837.1,No
7416-DWMHK,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,86.43,5171.4,No
9553-WVOVB,Female,0,No,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,81.06,369.03,No
6952-YQZOP,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.95,2821.37,Yes
3319-NJQAQ,Male,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.28,1002.74,Yes
8062-ADCAZ,Male,0,No,Yes,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,124.39,122.09,No
9879-ACPXI,Male,1,No,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),97.85,4394.16,No
6347-HHGSO,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,1471.03,No
1079-QKEPP,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.11,340.44,No
1315-HBWCT,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,122.14,1468.47,No
1064-LUAOZ,Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.46,3072.75,No
1717-JVMZI,Female,1,No,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.03,1658.63,No
2501-SLHEL,Male,1,Yes,No,39,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,96.16,3600.31,No
7163-FPVNI,Male,1,No,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.88,1606.16,No
3546-ELSOW,Female,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),113.94,560.65,No
3921-VLCXD,Female,1,No,No,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),17.16,119.5,Yes
2032-FIBJL,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.97,391.56,Yes
1759-OQPUI,Male,0,No,Yes,46,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,75.13,3193.37,No
1125-GOEEO,Female,1,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.07,3483.17,No
2009-OOZOV,Female,1,Yes,No,45,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,104.95,4937.79,No
2540-ZFBSL,Female,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,71.48,2841.61,No
7712-GYXQL,Female,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.77,1344.12,No
4596-RDOJJ,Female,1,No,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,74.91,4956.88,Yes
7738-VRNDG,Female,1,No,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,91.18,3272.06,No
5640-PPQLF,Female,1,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.47,1579.71,Yes
6633-AIZXY,Female,0,No,Yes,9,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,107.85,1016.41,Yes
8174-NMAJY,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.17,726.47,No
5512-LSYSO,Female,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.43,1517.61,No
9287-YFMVW,Male,0,No,Yes,19,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,85.98,1746.17,No
7551-PKOBA,Female,1,No,Yes,47,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.37,3570.03,No
7463-PJZCT,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.55,3794.84,No
9000-WATKA,Female,1,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.18,418.81,No
1377-IYELX,Male,0,No,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,109.68,5561.32,No
9585-CKBDT,Female,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.77,1877.78,No
3023-ULGIG,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.23,5394.83,Yes
7542-NTCZS,Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.22,3257.89,No
3830-ZNARX,Female,1,No,Yes,29,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,71.25,2062.56,No
5640-XXJUF,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,110.06,6752.18,No
9778-VLPYU,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.83,1621.34,Yes
7853-LHDUU,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.28,433.62,No
9370-XQEPW,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,116.0,2048.92,No
6233-ZRHZZ,Male,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.65,1021.18,Yes
1635-TLMUF,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,119.02,694.89,Yes
3901-HIGWD,Female,1,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.14,797.45,No
6056-YNLPC,Male,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.56,447.66,No
8638-SNOPX,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.44,472.33,No
8669-LXMOP,Female,1,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,76.49,908.2,No
8899-OPKZC,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.32,950.24,No
5279-IJIOJ,Male,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,100.17,3699.44,No
4752-QHDKY,Female,0,No,Yes,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),17.83,444.97,No
4481-QPCEA,Male,0,No,Yes,37,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),54.21,2147.94,No
4144-KDZHG,Male,0,Yes,Yes,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),17.08,813.76,Yes
5727-YESKT,Male,0,Yes,Yes,4,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),67.71,247.93,No
1985-ALIXB,Male,1,No,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,91.7,5621.95,No
6323-QZDZN,Female,1,No,No,52,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.41,4660.82,No
7381-FVKDY,Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.94,512.22,Yes
8583-HIUXJ,Male,1,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,17.63,543.12,No
6736-FMPML,Male,0,No,No,4,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),91.6,394.41,No
4710-GIABY,Female,1,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.27,3235.0,No
9226-ILOBA,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,123.75,4368.06,No
3354-OCQNJ,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,94.64,3527.63,No
1647-XDLTK,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.57,2822.24,No
2917-XEVEZ,Female,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.45,103.45,No
7304-GGSFO,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.64,1925.86,No
5184-FHWBG,Female,1,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),16.42,648.96,No
9070-ALPMY,Male,1,No,Yes,66,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,84.49,6079.7,No
3388-HPTYQ,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.31,212.9,No
3618-QJOVW,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.22,3514.5,Yes
9592-MXAFW,Male,0,Yes,Yes,7,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),78.11,563.52,Yes
1414-ZTMBL,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.98,1552.02,No
5149-HDVAH,Female,1,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.29,1361.86,No
3734-GWUWZ,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.18,1015.12,No
6228-AYIAC,Female,1,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.41,3258.03,No
1044-EISGV,Female,0,Yes,Yes,12,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,65.73,763.9,No
2109-EZQVG,Male,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),95.35,5418.12,No
8936-NMUFF,Female,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),112.28,451.36,No
2177-XVUUN,Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.36,2385.63,No
5139-NMSMC,Male,1,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.72,1148.35,No
2763-NIFTJ,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.0,1284.96,No
4356-PKSQR,Male,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),122.73,3939.21,No
9950-TKKDU,Female,1,Yes,No,41,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,62.18,2388.0,No
3713-PSTMG,Male,1,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.29,1415.06,Yes
8616-IRXHX,Female,1,No,No,62,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,61.63,3499.6,No
3894-MFNYL,Male,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.05,49.65,No
3012-EQCAT,Male,1,No,No,9,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,84.41,813.85,No
9920-YPSFJ,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.46,153.19,No
6088-FTAHA,Male,1,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.67,1801.02,No
3127-SQWGP,Female,1,No,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),93.28,664.06,No
7014-JMWPM,Male,0,No,Yes,47,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,66.96,3381.75,No
6325-PTNQV,Male,0,No,Yes,62,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.72,5673.05,No
7131-EYVYS,Male,0,No,No,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,15.52,664.32,No
4057-SAAKJ,Male,1,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),17.47,494.34,No
9862-VFOKB,Female,0,Yes,No,59,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),73.89,4306.0,No
7228-RLFHH,Male,0,Yes,No,48,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.12,3103.95,No
8820-YDVQU,Male,1,Yes,Yes,43,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),92.58,3683.9,No
5049-TBAAD,Male,1,No,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),17.49,646.22,No
3754-BWAQL,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),123.51,6632.56,No
3049-PVZCU,Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.84,1015.97,No
3942-HTHRE,Male,1,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),103.86,4948.16,No
7211-RMEVT,Female,1,No,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,67.85,2666.24,Yes
3255-DENRV,Male,1,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),118.93,107.46,No
4463-UJXYN,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,108.57,7907.03,Yes
8624-EIDIT,Female,0,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,17.99,909.72,No
7443-UDQKK,Female,1,No,No,27,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.55,1874.06,No
3180-ESZKG,Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,15.43,861.07,No
1292-XXRPH,Female,1,Yes,Yes,5,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.73,508.28,No
6170-JUSBX,Male,1,No,No,4,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,114.63,418.72,No
7502-AIQJO,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.82,100.79,No
3679-BUFNE,Female,1,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.84,606.09,No
5433-ECXLS,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),16.66,122.94,No
4719-DPOYL,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.22,1299.07,Yes
4108-YMLUM,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),16.48,880.15,Yes
8538-MNOMM,Male,1,No,Yes,12,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.83,926.81,No
2575-JOCFG,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,3079.84,No
6632-CGAAC,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,86.84,5414.55,No
4070-PVZPY,Male,1,Yes,No,53,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,84.03,4826.75,No
9905-WATCW,Male,1,No,No,28,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,104.35,2868.72,No
3205-TMWMS,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.19,2341.2,No
5214-VCWMO,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.96,1671.65,No
8423-BPXMC,Male,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.33,300.4,No
8225-WLTYZ,Female,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.92,514.38,Yes
9353-INTEB,Male,1,No,Yes,72,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.67,7161.58,No
6325-MKOEY,Female,1,Yes,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.58,6513.86,Yes
3135-JWDQC,Male,1,No,Yes,53,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.35,3629.86,No
9772-BFYYC,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.84,85.51,Yes
6827-XDXRT,Female,1,No,No,67,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.26,5273.98,No
8736-KXDQB,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.48,872.04,No
7142-FNIHA,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,84.07,1099.77,No
4990-NICEK,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),84.29,793.69,Yes
3122-GVLAO,Male,1,Yes,Yes,72,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.29,4571.98,Yes
9462-AOFZG,Female,1,Yes,No,29,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,78.26,2317.34,No
4573-RHJFT,Female,0,No,No,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),124.37,6367.1,No
9080-AWIRV,Female,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,122.29,2074.73,No
2155-FMXRU,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),94.9,2117.98,No
3390-HGFBO,Female,1,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),17.46,747.59,Yes
1816-GUTPW,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,131.44,1984.95,No
